Product_ID,Department,Product_Category,Price,Cost,Customer_Rating,Quantity_Sold,Inventory_Available,On_Promotion,Purchase_Method,Profit,Remaining_Inventory
F002016,Food,Produce,10.99,7.92,4.5,49,68,No,In-Store,150.43,19
H002017,Household,Cleaning Supplies,7.99,5.43,4.3,8,16,No,In-Store,20.480000000000004,8
F002018,Food,Canned Goods,13.99,11.36,5.0,68,97,No,In-Store,178.84000000000006,29
F002019,Food,Produce,12.99,9.54,4.6,44,84,No,In-Store,151.80000000000004,40
H002020,Health & Beauty,Medications,12.99,8.16,3.8,14,32,No,In-Store,67.62,18
E002021,Electronics/General,Seasonal,38.99,29.44,5.0,2,7,No,Online,19.1,5
H002022,Household,Kitchen Supplies,19.93,18.18,3.8,8,14,Yes,Pickup,14.0,6
F002023,Food,Bakery,7.99,6.42,4.4,9,15,No,In-Store,14.130000000000003,6
F002024,Food,Bakery,5.99,4.8,4.3,18,27,No,In-Store,21.42000000000001,9
F002025,Food,Dairy,10.99,8.39,4.1,28,43,No,Pickup,72.79999999999998,15
H002026,Household,Kitchen Supplies,4.99,3.56,3.3,26,61,No,Online,37.18000000000001,35
E002027,Electronics/General,Seasonal,30.99,22.63,2.7,1,3,No,In-Store,8.36,2
H002028,Household,Cleaning Supplies,11.99,8.68,4.0,22,34,No,In-Store,72.82000000000001,12
H002029,Health & Beauty,Medications,13.99,9.44,4.7,14,47,No,Online,63.70000000000001,33
H002030,Household,Paper Products,6.49,4.55,4.7,26,47,No,In-Store,50.44000000000001,21
F002031,Food,Beverages,3.2,3.77,4.3,51,75,Yes,Pickup,-29.069999999999993,24
F002032,Food,Beverages,11.59,8.66,3.9,33,42,No,In-Store,96.69,9
F002033,Food,Bakery,9.99,8.14,4.7,34,61,No,Online,62.89999999999999,27
F002034,Food,Snacks,8.79,6.87,3.6,37,52,No,In-Store,71.03999999999996,15
F002035,Food,Snacks,6.99,5.12,4.0,16,28,No,In-Store,29.92,12
H002036,Household,Home Decor,36.79,25.5,4.2,3,8,No,Online,33.87,5
F002037,Food,Frozen Foods,4.66,4.3,5.0,71,82,Yes,In-Store,25.560000000000024,11
F002038,Food,Bakery,7.18,7.58,4.1,13,16,Yes,Pickup,-5.200000000000005,3
H002040,Health & Beauty,Cosmetics,20.99,14.06,3.8,4,6,No,Online,27.71999999999999,2
H002041,Household,Paper Products,10.99,8.07,4.1,25,45,No,In-Store,73.0,20
F002042,Food,Dairy,1.88,2.16,,110,164,Yes,In-Store,-30.800000000000026,54
F002043,Food,Dairy,8.54,10.67,4.5,62,113,Yes,In-Store,-132.06000000000006,51
H002044,Household,Cleaning Supplies,11.99,8.16,4.4,28,67,No,In-Store,107.24000000000001,39
H002046,Health & Beauty,Cosmetics,14.99,9.46,4.4,25,75,No,In-Store,138.24999999999997,50
F002047,Food,Canned Goods,7.99,6.2,4.7,9,16,No,In-Store,16.11,7
H002048,Household,Cleaning Supplies,17.49,13.06,4.2,3,5,No,Online,13.289999999999994,2
F002049,Food,Produce,11.99,8.74,4.0,7,8,No,In-Store,22.75,1
H002050,Household,Laundry,18.87,17.9,3.7,31,77,Yes,In-Store,30.070000000000075,46
F002051,Food,Frozen Foods,3.99,2.89,4.3,36,60,No,In-Store,39.6,24
F002052,Food,Beverages,12.49,9.49,4.5,26,31,No,In-Store,78.0,5
H002053,Health & Beauty,Hair Care,28.99,20.7,3.6,2,5,No,In-Store,16.58,3
H002054,Health & Beauty,Medications,23.99,15.13,3.5,14,38,No,In-Store,124.03999999999996,24
F002055,Food,Bakery,3.61,4.38,3.5,114,164,Yes,In-Store,-87.78,50
F002056,Food,Produce,2.59,1.91,4.1,53,60,No,In-Store,36.04,7
F002057,Food,Snacks,9.79,7.28,4.5,6,8,No,In-Store,15.059999999999993,2
H002058,Health & Beauty,Hair Care,25.29,16.36,5.0,7,26,No,Online,62.51,19
E002059,Electronics/General,Toys,54.99,40.75,4.7,5,16,No,Online,71.20000000000002,11
H002060,Household,Cleaning Supplies,8.99,6.4,3.6,17,34,No,In-Store,44.03,17
F002061,Food,Bakery,9.99,7.65,4.4,13,20,No,Pickup,30.419999999999998,7
F002062,Food,Beverages,3.99,3.19,4.8,10,15,No,Pickup,8.000000000000004,5
H002063,Health & Beauty,Personal Care,13.29,8.78,1.9,3,10,No,In-Store,13.53,7
H002065,Household,Laundry,15.47,14.16,3.6,11,22,Yes,In-Store,14.410000000000005,11
H002066,Household,Laundry,24.99,18.94,4.5,12,24,No,Pickup,72.59999999999997,12
F002067,Food,Beverages,9.53,11.23,4.4,77,117,Yes,In-Store,-130.9000000000001,40
F002068,Food,Beverages,12.59,9.15,4.2,28,49,No,In-Store,96.32,21
F002069,Food,Bakery,8.99,7.43,4.2,16,21,No,In-Store,24.960000000000008,5
H002070,Health & Beauty,Medications,11.99,8.48,3.4,31,58,No,In-Store,108.80999999999999,27
H002071,Household,Cleaning Supplies,3.29,2.38,3.3,31,75,No,In-Store,28.210000000000004,44
H002072,Health & Beauty,Personal Care,3.49,2.43,3.6,6,20,No,In-Store,6.36,14
F002073,Food,Bakery,3.79,3.08,5.0,13,23,No,Pickup,9.23,10
H002074,Household,Home Decor,24.49,17.18,3.9,8,20,No,In-Store,58.47999999999999,12
H002075,Household,Laundry,20.99,14.07,4.8,26,55,No,Pickup,179.91999999999996,29
H002076,Health & Beauty,Cosmetics,37.99,26.38,3.8,5,11,No,In-Store,58.05000000000001,6
H002078,Health & Beauty,Hair Care,12.99,9.11,2.6,6,15,No,Online,23.280000000000005,9
H002079,Household,Cleaning Supplies,16.99,11.37,3.9,20,34,No,Online,112.39999999999998,14
H002080,Household,Paper Products,11.99,8.45,2.9,28,63,No,Online,99.12000000000003,35
F002081,Food,Canned Goods,13.99,10.25,4.7,16,26,No,In-Store,59.84,10
H002082,Health & Beauty,Hair Care,4.99,3.34,5.0,8,28,No,Online,13.200000000000003,20
H002083,Household,Cleaning Supplies,11.49,8.43,3.5,17,33,No,Pickup,52.02000000000001,16
F002084,Food,Snacks,9.99,8.08,4.5,15,17,No,In-Store,28.650000000000002,2
F002085,Food,Canned Goods,13.79,10.56,3.1,16,26,No,Pickup,51.67999999999998,10
H002086,Household,Kitchen Supplies,6.58,5.81,5.0,53,125,Yes,In-Store,40.810000000000024,72
F002087,Food,Dairy,6.67,7.29,4.5,45,50,Yes,In-Store,-27.900000000000006,5
H002088,Health & Beauty,Hair Care,6.99,4.79,3.6,26,85,No,Pickup,57.2,59
F002089,Food,Dairy,17.79,13.24,4.2,8,10,No,In-Store,36.39999999999999,2
E002090,Electronics/General,Office Supplies,34.59,25.47,3.4,8,35,No,Online,72.96000000000004,27
H002091,Health & Beauty,Cosmetics,18.71,16.6,4.3,22,78,Yes,In-Store,46.41999999999999,56
H002092,Health & Beauty,Hair Care,24.79,16.82,3.2,4,8,No,Online,31.879999999999995,4
F002093,Food,Snacks,2.99,2.28,4.4,151,238,No,Pickup,107.21000000000006,87
F002094,Food,Beverages,7.68,6.83,,6,7,Yes,In-Store,5.099999999999998,1
F002095,Food,Snacks,8.79,7.27,4.8,9,17,No,Pickup,13.679999999999996,8
F002096,Food,Canned Goods,7.99,6.4,4.2,13,17,No,Pickup,20.669999999999998,4
F002097,Food,Dairy,6.99,5.38,4.2,174,309,No,In-Store,280.14000000000004,135
H002098,Household,Cleaning Supplies,24.79,18.17,3.2,28,51,No,Online,185.35999999999993,23
H002099,Household,Cleaning Supplies,17.49,12.94,4.8,12,24,No,In-Store,54.59999999999999,12
E002100,Electronics/General,Electronics,152.99,102.99,2.8,1,2,No,Online,50.000000000000014,1
H002101,Health & Beauty,Medications,39.99,27.72,4.2,10,16,No,In-Store,122.70000000000003,6
E002102,Electronics/General,Seasonal,27.99,20.06,2.8,3,9,No,Online,23.79,6
H002103,Household,Paper Products,21.99,14.73,4.2,13,25,No,In-Store,94.37999999999997,12
F002104,Food,Produce,8.99,6.83,4.9,57,83,No,In-Store,123.12,26
F002105,Food,Snacks,14.99,11.75,4.7,14,21,No,In-Store,45.36,7
H002106,Household,Laundry,10.99,7.41,4.1,37,94,No,Online,132.46,57
F002107,Food,Dairy,17.99,14.22,4.6,25,30,No,In-Store,94.24999999999994,5
F002108,Food,Dairy,10.49,7.61,4.2,11,13,No,Online,31.68,2
F002109,Food,Canned Goods,14.79,11.62,4.4,55,96,No,In-Store,174.35,41
H002110,Health & Beauty,Cosmetics,25.99,16.54,3.7,5,13,No,In-Store,47.25,8
F002111,Food,Beverages,14.99,11.55,3.9,8,11,No,Pickup,27.519999999999996,3
H002112,Health & Beauty,Hair Care,3.99,2.8,3.9,47,169,No,Online,55.93000000000002,122
H002113,Household,Laundry,10.49,7.28,3.3,12,35,No,In-Store,38.519999999999996,23
H002114,Health & Beauty,Cosmetics,16.49,10.6,,6,16,No,In-Store,35.33999999999999,10
F002115,Food,Canned Goods,5.79,4.74,3.7,30,52,No,Pickup,31.499999999999993,22
F002116,Food,Frozen Foods,3.99,3.04,3.4,38,64,No,In-Store,36.10000000000001,26
F002117,Food,Dairy,11.99,9.05,5.0,2,3,No,In-Store,5.879999999999999,1
F002118,Food,Meat,2.1,1.86,3.9,130,159,Yes,Pickup,31.2,29
F002119,Food,Dairy,9.99,8.14,3.8,15,21,No,Pickup,27.749999999999993,6
F002120,Food,Canned Goods,13.99,10.13,4.1,9,16,No,In-Store,34.739999999999995,7
H002121,Household,Cleaning Supplies,5.79,3.95,4.8,10,15,No,In-Store,18.4,5
F002122,Food,Beverages,10.99,8.74,4.1,6,7,No,Pickup,13.5,1
F002123,Food,Beverages,3.79,2.8,3.9,11,13,No,In-Store,10.890000000000002,2
F002124,Food,Canned Goods,6.61,7.79,4.3,40,52,Yes,In-Store,-47.19999999999999,12
F002125,Food,Produce,7.99,6.58,4.3,56,63,No,In-Store,78.96000000000001,7
H002126,Health & Beauty,Medications,17.99,11.6,5.0,25,50,No,In-Store,159.74999999999997,25
F002127,Food,Bakery,11.99,9.38,4.5,10,16,No,In-Store,26.099999999999994,6
F002128,Food,Beverages,8.99,6.93,4.2,10,16,No,In-Store,20.600000000000005,6
F002129,Food,Bakery,10.84,9.64,4.0,65,98,Yes,In-Store,77.99999999999996,33
H002130,Household,Laundry,7.79,5.9,3.9,12,20,No,Online,22.679999999999996,8
F002131,Food,Beverages,4.99,3.88,4.4,47,86,No,In-Store,52.170000000000016,39
F002132,Food,Meat,12.99,9.99,4.5,12,14,No,In-Store,36.0,2
F002133,Food,Bakery,11.99,9.88,4.5,8,13,No,In-Store,16.879999999999995,5
F002134,Food,Canned Goods,8.49,6.84,5.0,26,40,No,Pickup,42.900000000000006,14
H002135,Household,Paper Products,14.88,13.39,3.4,36,91,Yes,In-Store,53.64000000000001,55
F002136,Food,Meat,16.79,13.78,3.8,24,27,No,Online,72.24,3
H002137,Household,Home Decor,6.99,5.37,3.9,18,45,No,In-Store,29.160000000000004,27
E002138,Electronics/General,Toys,68.99,51.21,4.0,1,3,No,In-Store,17.779999999999994,2
F002139,Food,Canned Goods,6.99,5.65,4.0,42,79,No,In-Store,56.279999999999994,37
F002140,Food,Meat,21.99,16.14,5.0,6,9,No,In-Store,35.09999999999999,3
F002141,Food,Bakery,8.99,6.55,5.0,30,55,No,In-Store,73.20000000000002,25
F002142,Food,Snacks,7.79,6.79,4.3,35,51,Yes,Pickup,35.0,16
F002143,Food,Produce,3.44,3.24,,7,10,Yes,In-Store,1.3999999999999981,3
H002146,Household,Kitchen Supplies,21.99,,4.0,15,21,No,In-Store,,6
H002147,Household,Kitchen Supplies,20.79,15.73,4.0,17,44,No,In-Store,86.01999999999998,27
F002148,Food,Frozen Foods,2.99,2.26,4.7,39,62,No,In-Store,28.470000000000017,23
H002149,Household,Laundry,4.99,3.46,3.2,26,49,No,In-Store,39.78000000000001,23
E002150,Electronics/General,Seasonal,115.99,77.43,4.0,1,2,No,Online,38.55999999999999,1
F002151,Food,Meat,16.99,12.5,4.7,21,39,No,In-Store,94.28999999999996,18
F002152,Food,Meat,4.99,3.99,4.5,63,103,No,In-Store,63.0,40
F002153,Food,Meat,2.99,2.47,3.9,91,166,No,Online,47.32,75
F002154,Food,Bakery,3.99,3.28,3.2,51,96,No,Online,36.21000000000002,45
F002155,Food,Meat,5.99,4.91,5.0,47,59,No,Pickup,50.760000000000005,12
F002156,Food,Canned Goods,14.99,11.45,4.4,25,29,No,In-Store,88.50000000000003,4
H002157,Household,Laundry,29.99,23.06,4.0,3,6,No,In-Store,20.79,3
F002158,Food,Bakery,4.49,3.43,4.6,17,30,No,In-Store,18.02,13
F002159,Food,Canned Goods,7.49,5.79,4.4,50,69,No,Online,85.00000000000001,19
E002160,Electronics/General,Seasonal,76.59,56.33,3.2,1,4,No,Online,20.260000000000005,3
H002161,Household,Cleaning Supplies,7.99,5.67,4.5,16,33,No,Pickup,37.120000000000005,17
F002162,Food,Meat,8.29,6.53,3.9,38,46,No,In-Store,66.87999999999995,8
F002163,Food,Beverages,5.99,4.3,4.6,9,10,No,In-Store,15.210000000000004,1
H002164,Household,Kitchen Supplies,13.99,9.82,4.0,12,19,No,In-Store,50.04,7
F002165,Food,Snacks,4.52,4.27,3.8,90,179,Yes,In-Store,22.5,89
F002166,Food,Produce,5.99,4.71,4.0,11,13,No,In-Store,14.080000000000002,2
F002167,Food,Beverages,10.29,7.96,5.0,19,36,No,Pickup,44.26999999999998,17
F002168,Food,Meat,8.99,7.18,,7,10,No,In-Store,12.670000000000003,3
F002169,Food,Meat,16.99,13.6,4.4,5,8,No,In-Store,16.949999999999996,3
F002170,Food,Beverages,8.99,7.08,4.3,6,7,No,In-Store,11.46,1
H002172,Health & Beauty,Hair Care,5.29,3.36,4.7,1,2,No,Pickup,1.9300000000000002,1
F002173,Food,Frozen Foods,11.99,9.58,5.0,4,7,No,In-Store,9.64,3
F002174,Food,Bakery,9.99,7.93,3.8,96,126,No,Pickup,197.76000000000005,30
F002175,Food,Frozen Foods,6.99,5.51,4.5,8,9,No,Online,11.840000000000003,1
F002176,Food,Canned Goods,12.99,10.01,4.9,13,18,No,Pickup,38.74000000000001,5
H002177,Household,Cleaning Supplies,18.38,16.44,3.5,18,53,Yes,In-Store,34.91999999999996,35
F002178,Food,Produce,9.99,7.28,4.5,15,22,No,In-Store,40.65,7
F002179,Food,Dairy,7.99,6.32,3.7,172,333,No,Online,287.24,161
F002180,Food,Produce,4.29,3.51,4.4,131,216,No,In-Store,102.18000000000004,85
H002181,Health & Beauty,Medications,29.79,20.55,4.3,3,7,No,In-Store,27.719999999999995,4
F002182,Food,Bakery,9.99,7.3,4.4,4,6,No,In-Store,10.760000000000002,2
H002183,Household,Laundry,21.49,15.78,3.4,4,7,No,In-Store,22.839999999999996,3
F002184,Food,Meat,6.99,5.31,4.4,11,12,No,In-Store,18.480000000000008,1
F002185,Food,Snacks,8.59,6.36,3.9,14,19,No,In-Store,31.21999999999999,5
H002186,Household,Paper Products,15.99,10.82,3.7,6,9,No,In-Store,31.02,3
F002187,Food,Meat,10.99,8.77,5.0,9,15,No,In-Store,19.980000000000004,6
F002188,Food,Dairy,15.99,12.29,4.3,6,10,No,Online,22.200000000000006,4
F002189,Food,Produce,6.79,5.48,3.8,18,25,No,In-Store,23.57999999999999,7
F002190,Food,Produce,11.99,9.37,4.8,6,9,No,In-Store,15.720000000000006,3
F002191,Food,Bakery,10.79,8.5,4.4,7,10,No,In-Store,16.029999999999994,3
F002192,Food,Produce,8.79,7.07,4.8,30,35,No,In-Store,51.599999999999966,5
F002193,Food,Dairy,9.59,7.93,,12,18,No,In-Store,19.92,6
H002194,Health & Beauty,Hair Care,2.29,1.56,4.2,2,7,No,Pickup,1.46,5
H002195,Health & Beauty,Hair Care,11.99,8.19,2.0,8,20,No,In-Store,30.400000000000006,12
F002196,Food,Bakery,5.99,4.42,4.4,32,35,No,In-Store,50.24000000000001,3
F002197,Food,Frozen Foods,13.67,11.98,4.1,22,42,Yes,Pickup,37.17999999999999,20
F002198,Food,Frozen Foods,3.99,2.88,5.0,33,47,No,Online,36.63000000000001,14
H002199,Household,Laundry,25.99,19.75,3.3,32,53,No,In-Store,199.67999999999995,21
F002200,Food,Dairy,13.79,10.92,5.0,3,5,No,In-Store,8.609999999999998,2
H002201,Household,Laundry,6.49,4.41,3.7,12,33,No,In-Store,24.96,21
F002202,Food,Frozen Foods,6.99,5.7,3.9,42,62,No,In-Store,54.18,20
F002203,Food,Bakery,1.03,1.16,4.4,215,341,Yes,In-Store,-27.949999999999978,126
F002204,Food,Snacks,6.99,5.45,4.7,11,14,No,In-Store,16.94,3
F002205,Food,Produce,6.56,5.77,4.5,79,105,Yes,In-Store,62.410000000000004,26
H002206,Health & Beauty,Cosmetics,31.79,20.06,4.5,7,23,No,In-Store,82.11,16
H002207,Health & Beauty,Hair Care,21.63,19.34,4.1,17,52,Yes,In-Store,38.929999999999986,35
F002208,Food,Beverages,1.58,1.46,3.1,17,29,Yes,Pickup,2.040000000000002,12
H002210,Health & Beauty,Personal Care,28.99,18.88,3.9,4,10,No,Pickup,40.44,6
H002211,Household,Home Decor,5.99,4.52,4.1,17,38,No,Pickup,24.99000000000001,21
F002212,Food,Beverages,7.99,6.45,3.9,11,21,No,In-Store,16.94,10
H002213,Household,Kitchen Supplies,13.99,10.7,3.7,4,7,No,Pickup,13.160000000000004,3
H002214,Health & Beauty,Hair Care,16.99,11.93,4.1,6,9,No,In-Store,30.359999999999992,3
F002215,Food,Dairy,14.49,10.48,3.7,13,14,No,In-Store,52.129999999999995,1
F002216,Food,Snacks,10.99,7.88,4.0,7,8,No,In-Store,21.770000000000003,1
H002217,Health & Beauty,Hair Care,8.59,5.58,4.0,8,13,No,Pickup,24.08,5
H002218,Health & Beauty,Medications,28.59,18.83,4.3,15,24,No,Pickup,146.40000000000003,9
H002219,Household,Home Decor,15.99,10.85,3.5,7,9,No,In-Store,35.980000000000004,2
F002220,Food,Snacks,1.99,1.47,5.0,40,55,No,Pickup,20.8,15
H002221,Health & Beauty,Hair Care,6.99,4.94,4.2,39,109,No,Pickup,79.94999999999999,70
F002222,Food,Produce,2.59,2.14,4.4,17,20,No,In-Store,7.649999999999995,3
H002223,Household,Cleaning Supplies,4.99,3.71,4.1,5,7,No,In-Store,6.400000000000001,2
H002224,Household,Kitchen Supplies,3.19,2.84,4.1,33,93,Yes,In-Store,11.550000000000002,60
H002226,Household,Kitchen Supplies,23.99,17.65,3.8,13,25,No,Online,82.42,12
F002227,Food,Frozen Foods,9.99,7.44,4.1,15,17,No,Online,38.25,2
H002228,Household,Home Decor,24.49,18.42,4.3,4,9,No,In-Store,24.279999999999987,5
H002229,Health & Beauty,Personal Care,23.99,16.22,4.2,7,11,No,In-Store,54.39,4
H002230,Health & Beauty,Medications,5.2,4.63,3.3,25,94,Yes,In-Store,14.250000000000007,69
F002231,Food,Snacks,5.99,4.39,4.1,23,31,No,In-Store,36.80000000000001,8
F002232,Food,Frozen Foods,4.99,3.8,3.9,30,48,No,In-Store,35.70000000000001,18
E002233,Electronics/General,Toys,13.29,9.44,3.2,18,56,No,In-Store,69.3,38
F002234,Food,Frozen Foods,10.99,8.1,3.9,3,4,No,Online,8.670000000000002,1
F002235,Food,Canned Goods,6.59,4.84,3.8,5,8,No,In-Store,8.75,3
F002237,Food,Frozen Foods,12.79,9.2,4.6,26,41,No,In-Store,93.34,15
H002238,Household,Laundry,22.99,16.39,3.1,7,11,No,Online,46.19999999999999,4
F002239,Food,Frozen Foods,2.99,2.17,4.1,25,44,No,Online,20.500000000000007,19
F002240,Food,Meat,11.61,13.76,4.6,20,33,Yes,Pickup,-43.00000000000001,13
F002241,Food,Dairy,11.49,8.78,4.0,7,11,No,Online,18.970000000000006,4
H002242,Household,Kitchen Supplies,13.79,10.37,4.8,8,17,No,In-Store,27.36,9
H002243,Household,Laundry,30.99,23.29,4.2,5,11,No,Pickup,38.5,6
H002244,Household,Home Decor,20.29,15.09,4.6,10,20,No,Online,51.99999999999999,10
E002245,Electronics/General,Electronics,65.99,44.75,4.3,1,3,No,In-Store,21.239999999999995,2
F002247,Food,Produce,8.41,7.8,4.1,73,128,Yes,In-Store,44.53000000000002,55
F002248,Food,Canned Goods,2.49,1.79,4.3,17,30,No,In-Store,11.900000000000002,13
F002249,Food,Snacks,6.99,5.24,4.2,30,38,No,In-Store,52.5,8
H002250,Health & Beauty,Personal Care,15.99,10.15,4.0,4,11,No,Online,23.36,7
F002251,Food,Beverages,10.54,9.98,3.8,26,47,Yes,In-Store,14.559999999999967,21
F002252,Food,Dairy,10.99,8.8,4.4,87,126,No,In-Store,190.52999999999994,39
H002253,Household,Cleaning Supplies,14.99,10.56,4.0,4,9,No,Pickup,17.72,5
E002254,Electronics/General,Seasonal,128.99,98.05,3.5,12,38,No,Online,371.28000000000014,26
H002255,Household,Paper Products,18.99,13.61,4.2,36,78,No,In-Store,193.67999999999995,42
H002256,Health & Beauty,Hair Care,26.49,18.76,3.2,10,22,No,Pickup,77.29999999999997,12
H002257,Health & Beauty,Hair Care,11.79,8.24,5.0,22,68,No,In-Store,78.09999999999998,46
F002258,Food,Meat,16.99,13.69,4.3,47,76,No,In-Store,155.09999999999994,29
H002259,Household,Cleaning Supplies,9.44,8.79,3.8,34,69,Yes,In-Store,22.100000000000012,35
H002260,Health & Beauty,Personal Care,4.99,3.27,4.0,6,22,No,In-Store,10.32,16
F002261,Food,Bakery,8.29,6.02,4.8,29,46,No,Online,65.82999999999998,17
F002262,Food,Frozen Foods,14.99,11.75,4.4,7,13,No,In-Store,22.68,6
F002263,Food,Snacks,14.99,11.26,3.7,14,15,No,In-Store,52.220000000000006,1
F002264,Food,Produce,11.01,9.77,4.1,41,79,Yes,In-Store,50.84000000000001,38
F002265,Food,Produce,8.17,7.42,3.7,164,286,Yes,In-Store,123.0,122
H002266,Household,Kitchen Supplies,4.99,3.39,3.7,15,40,No,In-Store,24.0,25
F002267,Food,Frozen Foods,13.99,10.08,4.6,4,5,No,In-Store,15.64,1
H002268,Household,Home Decor,6.49,4.95,5.0,20,32,No,In-Store,30.8,12
F002269,Food,Snacks,14.49,10.38,4.4,3,4,No,In-Store,12.329999999999998,1
F002270,Food,Meat,4.99,3.84,4.2,11,16,No,In-Store,12.650000000000004,5
F002271,Food,Snacks,5.29,4.28,4.7,5,8,No,In-Store,5.049999999999999,3
F002272,Food,Snacks,6.99,5.22,5.0,24,37,No,In-Store,42.48000000000001,13
H002273,Health & Beauty,Hair Care,7.79,5.24,4.2,5,17,No,Pickup,12.75,12
F002274,Food,Snacks,9.29,6.67,4.5,24,45,No,In-Store,62.87999999999998,21
F002275,Food,Snacks,3.99,3.17,4.5,31,55,No,In-Store,25.42000000000001,24
H002276,Health & Beauty,Cosmetics,38.99,25.41,3.1,13,24,No,In-Store,176.54000000000002,11
F002277,Food,Bakery,1.99,1.46,4.6,30,46,No,In-Store,15.9,16
F002278,Food,Canned Goods,10.99,7.94,3.5,4,6,No,In-Store,12.2,2
F002279,Food,Dairy,13.99,10.5,4.0,7,9,No,Pickup,24.43,2
H002280,Household,Laundry,12.99,9.0,4.1,11,16,No,Pickup,43.89,5
F002281,Food,Bakery,4.09,3.69,4.2,28,32,Yes,Online,11.199999999999998,4
H002282,Health & Beauty,Medications,7.79,5.39,4.3,10,25,No,In-Store,24.000000000000004,15
F002284,Food,Bakery,3.99,3.03,5.0,20,34,No,In-Store,19.20000000000001,14
F002285,Food,Meat,5.99,4.92,3.7,24,28,No,In-Store,25.680000000000007,4
F002286,Food,Dairy,8.49,6.17,4.7,16,26,No,In-Store,37.120000000000005,10
F002287,Food,Snacks,7.99,6.27,3.5,10,19,No,In-Store,17.200000000000006,9
F002288,Food,Beverages,1.79,1.31,4.9,24,35,No,Pickup,11.52,11
F002290,Food,Canned Goods,13.27,11.81,4.8,16,22,Yes,In-Store,23.359999999999985,6
F002291,Food,Dairy,15.99,12.95,4.0,12,18,No,In-Store,36.48000000000001,6
F002292,Food,Canned Goods,5.99,4.29,4.1,70,135,No,In-Store,119.00000000000001,65
F002293,Food,Canned Goods,7.05,7.68,4.5,93,103,Yes,In-Store,-58.58999999999999,10
F002294,Food,Canned Goods,11.78,10.96,4.0,15,22,Yes,Pickup,12.299999999999978,7
F002295,Food,Produce,7.99,5.94,4.8,13,14,No,Pickup,26.65,1
H002296,Household,Kitchen Supplies,21.49,16.51,3.9,12,31,No,In-Store,59.75999999999996,19
F002297,Food,Frozen Foods,4.79,3.85,4.2,74,141,No,Pickup,69.56,67
H002298,Household,Kitchen Supplies,17.28,16.43,3.8,27,52,Yes,Online,22.95000000000004,25
H002299,Health & Beauty,Medications,10.78,10.06,3.7,12,27,Yes,In-Store,8.639999999999986,15
E002300,Electronics/General,Toys,5.99,4.27,3.0,2,5,No,Online,3.4400000000000013,3
H002301,Household,Home Decor,22.99,17.21,3.4,9,16,No,Pickup,52.01999999999998,7
H002302,Household,Paper Products,7.59,5.34,3.4,27,67,No,In-Store,60.75,40
F002303,Food,Snacks,7.49,5.8,3.4,15,25,No,Pickup,25.350000000000005,10
F002304,Food,Meat,14.59,10.64,4.5,7,12,No,In-Store,27.649999999999995,5
F002305,Food,Produce,10.59,7.67,4.3,45,87,No,In-Store,131.4,42
H002306,Health & Beauty,Cosmetics,11.83,10.45,3.7,46,155,Yes,In-Store,63.48000000000003,109
F002307,Food,Canned Goods,14.79,10.71,3.9,42,63,No,In-Store,171.35999999999993,21
H002308,Health & Beauty,Personal Care,26.99,17.22,4.4,9,29,No,In-Store,87.92999999999999,20
F002309,Food,Bakery,6.99,5.6,4.5,10,19,No,Pickup,13.900000000000006,9
F002310,Food,Beverages,6.49,4.89,3.3,10,14,No,Pickup,16.000000000000007,4
F002311,Food,Meat,16.77,14.93,4.0,27,40,Yes,In-Store,49.67999999999999,13
H002312,Health & Beauty,Personal Care,28.99,20.67,3.4,6,11,No,In-Store,49.91999999999998,5
F002313,Food,Snacks,2.99,2.39,5.0,23,30,No,In-Store,13.800000000000002,7
H002314,Household,Laundry,20.82,18.41,,13,37,Yes,In-Store,31.330000000000002,24
F002315,Food,Bakery,3.79,2.8,3.9,16,31,No,In-Store,15.840000000000003,15
F002316,Food,Frozen Foods,10.99,8.43,3.9,11,14,No,Online,28.160000000000004,3
H002317,Household,Paper Products,13.88,12.85,3.0,191,450,Yes,Pickup,196.73000000000022,259
H002318,Household,Paper Products,19.99,13.47,3.9,23,32,No,In-Store,149.95999999999995,9
F002319,Food,Bakery,4.99,3.64,3.6,26,49,No,In-Store,35.1,23
F002320,Food,Produce,2.99,2.14,3.9,9,10,No,Pickup,7.65,1
F002321,Food,Snacks,9.05,11.09,3.9,27,32,Yes,In-Store,-55.07999999999998,5
F002322,Food,Meat,15.99,13.1,4.7,7,10,No,In-Store,20.230000000000004,3
H002323,Household,Kitchen Supplies,8.99,6.73,4.5,13,25,No,In-Store,29.379999999999995,12
F002324,Food,Canned Goods,6.45,5.73,4.2,17,30,Yes,In-Store,12.239999999999995,13
H002326,Household,Cleaning Supplies,12.49,8.84,4.6,19,54,No,In-Store,69.35000000000001,35
F002327,Food,Dairy,12.73,11.28,4.7,27,36,Yes,In-Store,39.15000000000003,9
H002328,Household,Paper Products,16.99,11.77,3.9,9,25,No,In-Store,46.97999999999999,16
H002329,Household,Paper Products,8.99,6.46,4.1,22,33,No,Pickup,55.660000000000004,11
F002330,Food,Frozen Foods,8.79,7.27,3.2,14,17,No,Online,21.279999999999994,3
H002331,Health & Beauty,Medications,10.37,9.17,5.0,1,3,Yes,Online,1.1999999999999993,2
F002332,Food,Snacks,12.49,9.43,4.6,13,23,No,Pickup,39.78000000000001,10
F002333,Food,Frozen Foods,9.84,8.64,4.0,170,200,Yes,In-Store,203.9999999999999,30
F002334,Food,Dairy,12.99,10.2,4.2,30,48,No,In-Store,83.70000000000003,18
